Broj_police,Starost,Kanal_prodaje,Regija,Premija,Broj_šteta,Iznos_štete
7695,36,Broker,Zagreb,240.27,0,0.0
7696,26,Web,Slavonija,237.43,0,0.0
7697,74,Web,Zagreb,278.9,0,0.0
7698,71,Web,Dalmacija,253.13,0,0.0
7699,46,IPM,Slavonija,251.97,1,107.9
7700,36,IPM,Dalmacija,233.26,0,0.0
7701,63,Broker,Dalmacija,241.58,1,729.9
7702,79,Banka,Zagreb,279.08,0,0.0
7703,77,Web,Zagreb,275.6,0,0.0
7704,22,IPM,Dalmacija,261.63,0,0.0
7705,50,IPM,Slavonija,233.88,0,0.0
7706,72,IPM,Istra i Kvarner,257.29,0,0.0
7707,36,Web,Dalmacija,241.41,0,0.0
7708,34,Banka,Zagreb,269.12,0,0.0
7709,59,Web,Dalmacija,249.16,0,0.0
7710,39,Broker,Zagreb,246.43,0,0.0
7711,56,IPM,Zagreb,277.1,0,0.0
7712,44,IPM,Dalmacija,268.87,0,0.0
7713,63,IPM,Dalmacija,231.76,0,0.0
7714,45,Web,Slavonija,277.87,2,2802.63
7715,69,IPM,Zagreb,264.32,0,0.0
7716,82,Broker,Zagreb,284.72,0,0.0
7717,56,IPM,Zagreb,253.17,0,0.0
7718,35,Broker,Zagreb,310.63,0,0.0
7719,39,Web,Zagreb,257.51,0,0.0
7720,28,Broker,Slavonija,253.11,0,0.0
7721,81,Web,Istra i Kvarner,241.96,0,0.0
7722,74,Broker,Zagreb,274.18,0,0.0
7723,52,IPM,Zagreb,276.85,0,0.0
7724,54,Banka,Dalmacija,245.11,0,0.0
7725,67,Broker,Dalmacija,239.8,0,0.0
7726,47,IPM,Istra i Kvarner,249.29,0,0.0
7727,34,IPM,Zagreb,273.86,0,0.0
7728,50,Web,Zagreb,280.34,0,0.0
7729,33,Broker,Slavonija,257.27,0,0.0
7730,32,Web,Slavonija,262.16,0,0.0
7731,30,Web,Slavonija,258.42,0,0.0
7732,20,IPM,Slavonija,251.98,0,0.0
7733,41,IPM,Zagreb,270.77,0,0.0
7734,40,Broker,Slavonija,227.01,0,0.0
7735,76,IPM,Slavonija,252.33,0,0.0
7736,72,Web,Slavonija,266.42,1,210.53
7737,82,Broker,Slavonija,238.49,0,0.0
7738,49,IPM,Slavonija,239.98,0,0.0
7739,77,Web,Zagreb,296.54,0,0.0
7740,47,IPM,Zagreb,301.94,0,0.0
7741,83,Web,Slavonija,237.48,0,0.0
7742,35,IPM,Zagreb,317.1,0,0.0
7743,76,Banka,Slavonija,256.26,0,0.0
7744,70,IPM,Dalmacija,263.85,0,0.0
7745,81,Web,Zagreb,269.19,0,0.0
7746,47,Web,Zagreb,279.26,0,0.0
7747,35,IPM,Istra i Kvarner,256.39,0,0.0
7748,22,Banka,Zagreb,260.16,0,0.0
7749,25,IPM,Zagreb,302.28,0,0.0
7750,26,Web,Zagreb,274.35,0,0.0
7751,49,IPM,Dalmacija,242.5,0,0.0
7752,31,Web,Zagreb,255.88,0,0.0
7753,30,IPM,Slavonija,258.44,0,0.0
7754,35,Web,Slavonija,253.84,0,0.0
7755,39,IPM,Zagreb,258.9,2,2204.82
7756,37,Banka,Zagreb,277.31,0,0.0
7757,32,IPM,Dalmacija,257.32,0,0.0
7758,24,Broker,Slavonija,244.08,1,4667.24
7759,47,Broker,Zagreb,281.16,0,0.0
7760,22,IPM,Zagreb,275.08,0,0.0
7761,18,Web,Slavonija,246.71,0,0.0
7762,77,IPM,Dalmacija,235.6,0,0.0
7763,48,IPM,Zagreb,278.28,1,2500.48
7764,37,Banka,Slavonija,218.89,0,0.0
7765,81,Web,Zagreb,298.73,0,0.0
7766,81,Web,Zagreb,294.59,0,0.0
7767,46,IPM,Zagreb,258.1,0,0.0
7768,27,IPM,Dalmacija,228.42,0,0.0
7769,46,IPM,Slavonija,267.54,0,0.0
7770,48,Banka,Dalmacija,247.51,0,0.0
7771,47,Web,Dalmacija,250.9,0,0.0
7772,42,Banka,Dalmacija,250.36,0,0.0
7773,75,IPM,Zagreb,253.32,0,0.0
7774,74,IPM,Zagreb,287.96,1,1432.74
7775,80,IPM,Istra i Kvarner,256.73,0,0.0
7776,54,IPM,Dalmacija,250.28,0,0.0
7777,75,IPM,Dalmacija,215.97,0,0.0
7778,45,Broker,Zagreb,283.31,0,0.0
7779,44,Broker,Zagreb,281.24,0,0.0
7780,54,Web,Dalmacija,248.58,0,0.0
7781,23,Web,Zagreb,290.93,0,0.0
7782,79,IPM,Slavonija,266.93,0,0.0
7783,50,Broker,Slavonija,255.04,0,0.0
7784,57,IPM,Zagreb,250.05,0,0.0
7785,58,Broker,Zagreb,254.12,0,0.0
7786,59,Web,Zagreb,263.49,0,0.0
7787,26,IPM,Zagreb,270.9,0,0.0
7788,35,Broker,Slavonija,262.62,0,0.0
7789,32,IPM,Zagreb,280.44,0,0.0
7790,21,Web,Zagreb,272.27,0,0.0
7791,51,Web,Dalmacija,259.43,0,0.0
7792,79,IPM,Slavonija,238.37,0,0.0
7793,55,Web,Zagreb,285.34,1,173.52
7794,40,Web,Dalmacija,253.42,1,1061.42
7795,37,Banka,Istra i Kvarner,257.85,0,0.0
7796,73,IPM,Zagreb,288.96,0,0.0
7797,70,Broker,Slavonija,249.29,0,0.0
7798,19,IPM,Slavonija,220.13,0,0.0
7799,38,IPM,Zagreb,264.12,1,2431.0
7800,59,IPM,Dalmacija,261.72,0,0.0
7801,74,IPM,Istra i Kvarner,241.53,0,0.0
7802,66,IPM,Istra i Kvarner,240.03,0,0.0
7803,27,Broker,Zagreb,276.03,0,0.0
7804,78,IPM,Zagreb,293.04,0,0.0
7805,38,IPM,Istra i Kvarner,256.87,1,1518.59
7806,77,IPM,Slavonija,276.11,0,0.0
7807,30,Banka,Zagreb,281.62,0,0.0
7808,65,Broker,Dalmacija,255.44,0,0.0
7809,57,IPM,Zagreb,271.14,0,0.0
7810,80,IPM,Zagreb,249.4,0,0.0
7811,26,IPM,Dalmacija,252.21,1,372.35
7812,74,IPM,Zagreb,275.69,0,0.0
7813,68,IPM,Zagreb,285.95,0,0.0
7814,57,Web,Zagreb,280.03,0,0.0
7815,81,IPM,Slavonija,254.04,0,0.0
7816,81,Web,Zagreb,293.74,0,0.0
7817,42,IPM,Slavonija,246.08,0,0.0
7818,45,Broker,Slavonija,262.58,0,0.0
7819,27,Broker,Dalmacija,269.33,0,0.0
7820,45,Web,Zagreb,265.87,0,0.0
7821,53,IPM,Dalmacija,243.88,0,0.0
7822,28,IPM,Zagreb,262.33,0,0.0
7823,38,Web,Slavonija,229.64,0,0.0
7824,43,Banka,Slavonija,277.66,0,0.0
7825,35,Web,Zagreb,327.55,0,0.0
7826,58,Broker,Dalmacija,253.16,0,0.0
7827,32,Broker,Zagreb,269.54,0,0.0
7828,40,IPM,Zagreb,303.68,0,0.0
7829,58,Web,Zagreb,284.92,0,0.0
7830,23,IPM,Slavonija,238.69,0,0.0
7831,77,IPM,Zagreb,260.51,0,0.0
7832,69,Web,Zagreb,288.51,0,0.0
7833,26,IPM,Zagreb,281.32,0,0.0
7834,47,Broker,Slavonija,266.83,0,0.0
7835,61,IPM,Slavonija,260.56,0,0.0
7836,79,Web,Zagreb,254.86,0,0.0
7837,60,Web,Zagreb,262.24,0,0.0
7838,45,Web,Slavonija,236.83,0,0.0
7839,25,IPM,Dalmacija,253.26,0,0.0
7840,68,Broker,Dalmacija,248.15,0,0.0
7841,47,Web,Dalmacija,243.16,0,0.0
7842,28,Web,Zagreb,269.87,0,0.0
7843,37,IPM,Istra i Kvarner,260.11,1,117.17
7844,48,Web,Zagreb,272.02,0,0.0
7845,51,Broker,Istra i Kvarner,239.78,0,0.0
7846,29,Web,Zagreb,253.46,0,0.0
7847,65,Broker,Slavonija,236.46,0,0.0
7848,45,Web,Zagreb,292.63,0,0.0
7849,84,IPM,Zagreb,263.97,0,0.0
7850,80,IPM,Dalmacija,277.21,0,0.0
7851,65,IPM,Dalmacija,259.44,0,0.0
7852,59,Web,Istra i Kvarner,237.75,0,0.0
7853,69,Banka,Slavonija,240.81,0,0.0
7854,22,IPM,Slavonija,218.37,0,0.0
7855,29,Web,Zagreb,267.74,0,0.0
7856,76,Web,Istra i Kvarner,279.23,0,0.0
7857,82,Web,Slavonija,274.5,0,0.0
7858,69,IPM,Dalmacija,274.13,1,1739.61
7859,60,IPM,Slavonija,259.14,0,0.0
7860,80,IPM,Slavonija,247.33,0,0.0
7861,67,IPM,Istra i Kvarner,251.47,0,0.0
7862,56,IPM,Zagreb,283.99,0,0.0
7863,59,IPM,Zagreb,274.73,0,0.0
7864,34,Web,Zagreb,262.03,0,0.0
7865,60,IPM,Dalmacija,248.92,0,0.0
7866,66,Broker,Zagreb,252.68,0,0.0
7867,22,IPM,Zagreb,284.81,1,3075.12
7868,18,IPM,Zagreb,260.0,0,0.0
7869,84,IPM,Slavonija,258.55,0,0.0
7870,41,IPM,Slavonija,233.8,1,240.48
7871,46,Broker,Zagreb,272.26,0,0.0
7872,32,IPM,Istra i Kvarner,254.12,0,0.0
7873,21,Broker,Istra i Kvarner,247.54,0,0.0
7874,61,Broker,Zagreb,285.56,0,0.0
7875,82,Web,Dalmacija,256.72,0,0.0
7876,48,Web,Slavonija,243.67,0,0.0
7877,37,Web,Zagreb,265.27,0,0.0
7878,27,IPM,Zagreb,264.09,0,0.0
7879,28,Web,Slavonija,237.93,1,1006.63
7880,45,IPM,Slavonija,281.46,0,0.0
7881,55,IPM,Zagreb,264.59,0,0.0
7882,41,Web,Dalmacija,266.38,0,0.0
7883,56,Web,Slavonija,252.46,0,0.0
7884,68,Broker,Slavonija,244.67,0,0.0
7885,67,IPM,Zagreb,278.2,0,0.0
7886,24,Broker,Slavonija,253.82,0,0.0
7887,70,IPM,Zagreb,246.0,0,0.0
7888,54,IPM,Slavonija,248.83,0,0.0
7889,71,IPM,Dalmacija,250.1,0,0.0
7890,72,Web,Dalmacija,245.06,0,0.0
7891,48,IPM,Zagreb,239.97,1,219.93
7892,82,Web,Slavonija,245.02,0,0.0
7893,76,Broker,Istra i Kvarner,274.2,0,0.0
7894,64,Web,Slavonija,258.26,0,0.0
7895,66,Web,Zagreb,257.63,0,0.0
7896,35,Broker,Slavonija,263.4,1,3193.64
7897,20,Banka,Zagreb,256.73,0,0.0
7898,35,Web,Dalmacija,254.03,0,0.0
7899,75,IPM,Slavonija,254.16,0,0.0
7900,42,Broker,Zagreb,268.94,0,0.0
7901,35,Web,Zagreb,292.2,0,0.0
7902,69,IPM,Zagreb,287.44,0,0.0
7903,60,IPM,Istra i Kvarner,238.37,0,0.0
7904,84,Broker,Zagreb,270.21,0,0.0
7905,24,IPM,Slavonija,237.15,0,0.0
7906,61,Broker,Istra i Kvarner,241.4,0,0.0
7907,61,IPM,Zagreb,285.73,0,0.0
7908,68,Banka,Slavonija,249.8,0,0.0
7909,38,IPM,Slavonija,265.44,0,0.0
7910,54,Web,Slavonija,226.29,0,0.0
7911,45,Broker,Zagreb,279.55,0,0.0
7912,49,Web,Zagreb,288.71,0,0.0
7913,74,Web,Slavonija,251.52,0,0.0
7914,58,IPM,Istra i Kvarner,229.56,0,0.0
7915,71,IPM,Zagreb,257.68,0,0.0
7916,44,IPM,Zagreb,289.99,0,0.0
7917,57,Web,Zagreb,266.21,0,0.0
7918,58,IPM,Dalmacija,238.31,0,0.0
7919,41,IPM,Zagreb,269.41,0,0.0
7920,35,Web,Dalmacija,246.2,0,0.0
7921,73,Web,Zagreb,294.57,0,0.0
7922,32,Banka,Istra i Kvarner,223.82,0,0.0
7923,52,IPM,Slavonija,258.64,1,925.07
7924,44,IPM,Slavonija,271.91,0,0.0
7925,20,Broker,Zagreb,290.6,1,3470.0
7926,38,IPM,Dalmacija,284.86,1,2300.37
7927,56,Broker,Zagreb,267.45,0,0.0
7928,49,Broker,Zagreb,289.72,0,0.0
7929,67,Banka,Zagreb,273.58,0,0.0
7930,26,IPM,Dalmacija,242.22,0,0.0
7931,67,Broker,Dalmacija,216.7,0,0.0
7932,18,Banka,Slavonija,243.03,0,0.0
7933,21,Web,Slavonija,265.98,0,0.0
7934,21,IPM,Zagreb,246.69,0,0.0
7935,51,IPM,Dalmacija,281.46,0,0.0
7936,44,IPM,Dalmacija,256.15,0,0.0
7937,32,Web,Slavonija,233.42,0,0.0
7938,49,Web,Slavonija,253.43,0,0.0
7939,58,IPM,Istra i Kvarner,260.3,0,0.0
7940,78,Web,Dalmacija,242.67,1,173.0
7941,80,IPM,Slavonija,240.64,0,0.0
7942,78,Web,Zagreb,307.57,0,0.0
7943,31,Broker,Slavonija,244.9,1,492.4
7944,40,IPM,Slavonija,247.85,0,0.0
7945,82,IPM,Zagreb,296.84,0,0.0
7946,49,IPM,Zagreb,273.8,0,0.0
7947,58,Web,Slavonija,261.47,0,0.0
7948,43,Banka,Slavonija,242.92,0,0.0
7949,65,Broker,Slavonija,239.53,0,0.0
7950,33,IPM,Zagreb,281.28,0,0.0
7951,48,Broker,Dalmacija,235.29,1,753.67
7952,83,IPM,Slavonija,256.11,0,0.0
7953,49,Web,Zagreb,259.86,0,0.0
7954,27,IPM,Zagreb,281.56,0,0.0
7955,42,Broker,Dalmacija,268.53,0,0.0
7956,62,Web,Dalmacija,220.1,0,0.0
7957,41,Web,Zagreb,268.22,0,0.0
7958,20,Broker,Istra i Kvarner,220.6,0,0.0
7959,79,IPM,Zagreb,270.16,0,0.0
7960,84,IPM,Istra i Kvarner,255.04,0,0.0
7961,72,Broker,Zagreb,269.39,0,0.0
7962,27,IPM,Zagreb,239.67,0,0.0
7963,72,IPM,Slavonija,263.48,0,0.0
7964,39,Web,Zagreb,250.91,0,0.0
7965,31,Web,Slavonija,262.53,0,0.0
7966,25,IPM,Dalmacija,238.8,0,0.0
7967,32,IPM,Dalmacija,236.94,0,0.0
7968,32,IPM,Slavonija,250.16,0,0.0
7969,69,Web,Slavonija,265.99,0,0.0
7970,71,Broker,Zagreb,307.27,0,0.0
7971,59,Broker,Zagreb,268.23,1,3288.26
7972,36,Web,Slavonija,230.47,0,0.0
7973,57,IPM,Zagreb,280.71,0,0.0
7974,44,Broker,Dalmacija,229.91,0,0.0
7975,60,Web,Slavonija,261.16,0,0.0
7976,69,IPM,Zagreb,282.32,0,0.0
7977,63,Broker,Slavonija,270.32,0,0.0
7978,31,Banka,Zagreb,292.38,1,2383.4
7979,81,Banka,Slavonija,252.09,0,0.0
7980,78,Banka,Dalmacija,250.47,0,0.0
7981,75,IPM,Slavonija,236.69,0,0.0
7982,66,IPM,Zagreb,260.03,0,0.0
7983,46,Web,Dalmacija,249.38,0,0.0
7984,43,IPM,Zagreb,257.23,0,0.0
7985,44,Web,Dalmacija,245.98,0,0.0
7986,84,Banka,Slavonija,242.94,0,0.0
7987,84,Banka,Slavonija,258.89,0,0.0
7988,52,Web,Dalmacija,249.66,0,0.0
7989,77,Banka,Dalmacija,264.92,0,0.0
7990,78,Broker,Zagreb,270.02,0,0.0
7991,20,Web,Zagreb,255.71,0,0.0
7992,50,IPM,Dalmacija,258.24,0,0.0
7993,59,IPM,Zagreb,272.95,0,0.0
7994,30,IPM,Slavonija,245.95,0,0.0
7995,46,IPM,Dalmacija,243.67,0,0.0
7996,26,IPM,Slavonija,249.83,0,0.0
7997,49,IPM,Dalmacija,245.94,0,0.0
7998,39,Web,Dalmacija,257.75,0,0.0
7999,75,Broker,Slavonija,261.1,1,881.36
8000,74,IPM,Dalmacija,244.44,0,0.0
8001,27,Banka,Slavonija,279.99,0,0.0
8002,42,Web,Slavonija,241.45,0,0.0
8003,79,IPM,Slavonija,250.27,1,1065.47
8004,80,Broker,Dalmacija,225.67,0,0.0
8005,20,Web,Dalmacija,248.43,2,9486.6
8006,64,IPM,Zagreb,271.64,0,0.0
8007,72,Banka,Zagreb,274.18,0,0.0
8008,43,IPM,Istra i Kvarner,264.65,1,2594.74
8009,30,Web,Slavonija,275.19,0,0.0
8010,24,IPM,Zagreb,293.28,0,0.0
8011,51,Broker,Slavonija,248.46,0,0.0
8012,39,Web,Istra i Kvarner,252.95,0,0.0
8013,40,Web,Dalmacija,272.85,0,0.0
8014,65,IPM,Dalmacija,234.98,0,0.0
8015,31,Web,Zagreb,287.95,0,0.0
8016,69,Banka,Dalmacija,236.68,1,937.34
8017,56,Web,Slavonija,267.15,0,0.0
8018,58,Web,Dalmacija,247.99,0,0.0
8019,53,Web,Zagreb,260.49,1,2351.22
8020,23,Broker,Zagreb,264.15,0,0.0
8021,40,Web,Slavonija,242.52,0,0.0
8022,27,Broker,Zagreb,290.72,0,0.0
8023,77,Broker,Dalmacija,270.09,1,926.33
8024,47,Web,Istra i Kvarner,243.97,0,0.0
8025,22,IPM,Slavonija,236.91,0,0.0
8026,74,Web,Dalmacija,280.45,0,0.0
8027,60,Broker,Slavonija,262.29,0,0.0
8028,69,IPM,Dalmacija,238.37,0,0.0
8029,23,Web,Dalmacija,255.39,0,0.0
8030,19,Broker,Dalmacija,243.82,1,2619.62
8031,34,IPM,Slavonija,230.72,0,0.0
8032,29,Web,Slavonija,245.35,0,0.0
8033,61,IPM,Dalmacija,229.44,0,0.0
8034,71,IPM,Zagreb,267.07,1,579.51
8035,24,Banka,Dalmacija,244.2,0,0.0
8036,49,IPM,Istra i Kvarner,241.9,0,0.0
8037,46,IPM,Slavonija,263.66,1,4433.34
8038,63,Broker,Dalmacija,256.06,0,0.0
8039,70,IPM,Dalmacija,240.41,0,0.0
8040,42,Broker,Slavonija,254.84,0,0.0
8041,70,Broker,Slavonija,269.59,0,0.0
8042,46,IPM,Dalmacija,237.55,1,1133.91
8043,23,IPM,Slavonija,230.29,0,0.0
8044,55,Banka,Zagreb,257.1,1,225.49
8045,20,Web,Dalmacija,255.65,0,0.0
8046,52,IPM,Slavonija,272.35,0,0.0
8047,72,Banka,Dalmacija,262.72,0,0.0
8048,64,IPM,Zagreb,296.2,1,741.04
8049,50,Broker,Zagreb,238.71,0,0.0
8050,20,IPM,Istra i Kvarner,237.5,0,0.0
8051,76,IPM,Zagreb,256.56,0,0.0
8052,35,IPM,Dalmacija,258.38,0,0.0
8053,83,Broker,Dalmacija,247.01,1,435.74
8054,42,Web,Dalmacija,205.01,0,0.0
8055,37,Broker,Zagreb,287.53,0,0.0
8056,46,IPM,Slavonija,267.52,0,0.0
8057,35,IPM,Dalmacija,280.14,0,0.0
8058,44,IPM,Slavonija,252.48,0,0.0
8059,59,Web,Slavonija,259.29,0,0.0
8060,83,Web,Slavonija,232.88,0,0.0
8061,43,Web,Zagreb,247.91,0,0.0
8062,40,IPM,Dalmacija,268.65,0,0.0
8063,22,Broker,Dalmacija,258.21,0,0.0
8064,28,IPM,Istra i Kvarner,268.73,0,0.0
8065,36,Broker,Slavonija,246.16,0,0.0
8066,29,IPM,Dalmacija,285.55,0,0.0
8067,19,Web,Zagreb,280.17,0,0.0
8068,60,IPM,Slavonija,238.7,0,0.0
8069,39,Web,Slavonija,245.23,0,0.0
8070,43,Web,Istra i Kvarner,225.94,0,0.0
8071,50,Web,Dalmacija,235.86,0,0.0
8072,41,Web,Istra i Kvarner,244.19,0,0.0
8073,38,Banka,Dalmacija,273.25,0,0.0
8074,63,Web,Dalmacija,249.01,0,0.0
8075,35,Broker,Zagreb,292.89,0,0.0
8076,22,IPM,Dalmacija,248.5,1,2884.84
8077,25,Web,Slavonija,234.61,0,0.0
8078,74,Web,Zagreb,284.0,0,0.0
8079,22,IPM,Zagreb,261.06,0,0.0
8080,30,Web,Slavonija,244.04,0,0.0
8081,83,IPM,Zagreb,308.52,0,0.0
8082,54,IPM,Slavonija,259.07,0,0.0
8083,46,IPM,Slavonija,237.7,0,0.0
8084,49,IPM,Istra i Kvarner,260.98,0,0.0
8085,65,Web,Dalmacija,235.93,0,0.0
8086,19,Web,Slavonija,223.69,0,0.0
8087,68,Broker,Zagreb,293.03,0,0.0
8088,52,Banka,Zagreb,279.86,1,3110.05
8089,32,IPM,Zagreb,271.75,0,0.0
8090,82,Broker,Zagreb,247.52,0,0.0
8091,55,Broker,Istra i Kvarner,245.27,0,0.0
8092,34,Web,Slavonija,252.88,0,0.0
8093,62,Web,Zagreb,255.77,0,0.0
8094,18,Broker,Zagreb,275.7,0,0.0
8095,20,Web,Slavonija,273.25,0,0.0
8096,69,Broker,Slavonija,253.4,0,0.0
8097,70,IPM,Zagreb,284.64,0,0.0
8098,20,IPM,Istra i Kvarner,243.4,0,0.0
8099,64,Web,Zagreb,257.66,0,0.0
8100,23,Web,Zagreb,265.73,0,0.0
8101,63,Broker,Zagreb,292.41,0,0.0
8102,78,Broker,Slavonija,248.54,0,0.0
8103,60,IPM,Zagreb,271.66,0,0.0
8104,73,IPM,Zagreb,266.66,0,0.0
8105,37,Broker,Zagreb,254.02,0,0.0
8106,64,Web,Slavonija,270.51,0,0.0
8107,71,IPM,Zagreb,271.57,0,0.0
8108,58,Web,Zagreb,266.23,1,514.47
8109,83,Banka,Slavonija,251.2,0,0.0
8110,48,Banka,Zagreb,266.26,0,0.0
8111,81,Web,Slavonija,254.69,0,0.0
8112,75,IPM,Zagreb,263.7,0,0.0
8113,72,Broker,Zagreb,277.04,0,0.0
8114,63,Web,Slavonija,249.21,0,0.0
8115,41,Web,Zagreb,305.62,0,0.0
8116,54,IPM,Zagreb,306.52,0,0.0
8117,58,Banka,Slavonija,261.81,0,0.0
8118,42,IPM,Istra i Kvarner,248.68,1,835.93
8119,46,IPM,Dalmacija,262.05,0,0.0
8120,48,Web,Dalmacija,261.57,0,0.0
8121,19,IPM,Dalmacija,242.95,0,0.0
8122,29,Web,Istra i Kvarner,225.26,0,0.0
8123,22,IPM,Dalmacija,221.45,0,0.0
8124,78,Web,Slavonija,248.21,0,0.0
8125,73,IPM,Zagreb,266.67,0,0.0
8126,54,IPM,Zagreb,266.02,0,0.0
8127,53,IPM,Slavonija,237.93,0,0.0
8128,46,Broker,Istra i Kvarner,237.28,0,0.0
8129,55,Broker,Slavonija,259.82,0,0.0
8130,58,IPM,Dalmacija,204.56,0,0.0
8131,50,Banka,Slavonija,258.82,0,0.0
8132,30,Web,Slavonija,245.86,0,0.0
8133,23,Broker,Slavonija,271.61,0,0.0
8134,83,IPM,Slavonija,253.99,0,0.0
8135,25,Web,Zagreb,246.4,0,0.0
8136,81,IPM,Dalmacija,221.93,1,244.2
8137,26,IPM,Dalmacija,232.86,0,0.0
8138,40,Broker,Dalmacija,253.97,0,0.0
8139,38,Web,Zagreb,246.74,0,0.0
8140,18,IPM,Dalmacija,251.66,0,0.0
8141,63,IPM,Zagreb,286.59,0,0.0
8142,79,Banka,Zagreb,266.29,0,0.0
8143,19,Web,Dalmacija,236.68,0,0.0
8144,61,IPM,Zagreb,239.51,1,1285.94
8145,22,Broker,Zagreb,299.92,0,0.0
8146,56,IPM,Zagreb,305.14,1,2028.99
8147,83,IPM,Dalmacija,268.3,0,0.0
8148,62,Broker,Zagreb,270.44,1,426.82
8149,30,IPM,Slavonija,249.2,0,0.0
8150,49,IPM,Slavonija,260.28,0,0.0
8151,60,Web,Dalmacija,252.2,0,0.0
8152,25,Broker,Dalmacija,203.26,0,0.0
8153,76,IPM,Slavonija,263.77,0,0.0
8154,28,Broker,Zagreb,295.11,0,0.0
8155,45,Banka,Zagreb,292.68,2,10567.69
8156,56,IPM,Slavonija,256.78,1,1853.06
8157,43,Banka,Dalmacija,264.37,0,0.0
8158,43,IPM,Zagreb,251.69,1,2207.67
8159,49,Web,Zagreb,273.46,0,0.0
8160,63,Banka,Dalmacija,239.97,0,0.0
8161,45,Broker,Slavonija,271.77,0,0.0
8162,24,IPM,Dalmacija,252.76,0,0.0
8163,52,Web,Dalmacija,247.61,0,0.0
8164,83,Web,Dalmacija,234.73,0,0.0
8165,39,IPM,Slavonija,234.11,1,187.97
8166,39,IPM,Slavonija,233.07,0,0.0
8167,20,IPM,Istra i Kvarner,261.18,0,0.0
8168,63,Web,Slavonija,258.97,0,0.0
8169,67,Web,Zagreb,279.13,0,0.0
8170,25,IPM,Zagreb,288.05,0,0.0
8171,21,Broker,Slavonija,237.92,1,987.34
8172,32,Broker,Istra i Kvarner,222.34,0,0.0
8173,61,Web,Zagreb,286.27,0,0.0
8174,56,IPM,Zagreb,274.07,0,0.0
8175,46,Web,Dalmacija,262.49,0,0.0
8176,79,IPM,Istra i Kvarner,256.39,0,0.0
8177,51,IPM,Zagreb,273.79,1,953.02
8178,43,Banka,Zagreb,278.39,0,0.0
8179,35,IPM,Slavonija,271.14,0,0.0
8180,80,IPM,Zagreb,270.21,0,0.0
8181,69,IPM,Dalmacija,261.05,0,0.0
8182,71,IPM,Zagreb,280.1,0,0.0
8183,59,IPM,Zagreb,247.37,0,0.0
8184,71,Broker,Zagreb,253.32,0,0.0
8185,69,IPM,Zagreb,274.35,0,0.0
8186,30,IPM,Zagreb,266.79,0,0.0
8187,49,IPM,Zagreb,259.32,0,0.0
8188,83,Broker,Dalmacija,266.06,0,0.0
8189,75,Web,Zagreb,250.33,0,0.0
8190,56,IPM,Istra i Kvarner,247.02,1,1136.76
8191,44,Broker,Zagreb,260.58,0,0.0
8192,71,IPM,Slavonija,272.24,0,0.0
8193,60,IPM,Zagreb,316.54,0,0.0
8194,69,IPM,Zagreb,269.86,0,0.0
8195,31,IPM,Slavonija,262.73,1,435.1
8196,25,IPM,Slavonija,269.05,0,0.0
8197,52,Web,Dalmacija,263.48,0,0.0
8198,35,IPM,Dalmacija,261.87,1,880.63
8199,72,Web,Slavonija,223.41,0,0.0
8200,69,IPM,Slavonija,267.64,0,0.0
8201,66,IPM,Dalmacija,255.39,0,0.0
8202,25,Web,Slavonija,246.56,0,0.0
8203,54,Broker,Istra i Kvarner,248.83,0,0.0
8204,83,IPM,Dalmacija,253.87,0,0.0
8205,58,Web,Zagreb,270.81,0,0.0
8206,44,IPM,Zagreb,269.14,0,0.0
8207,37,IPM,Slavonija,235.33,0,0.0
8208,55,IPM,Dalmacija,257.65,0,0.0
8209,29,IPM,Slavonija,247.58,0,0.0
8210,59,IPM,Dalmacija,238.11,0,0.0
8211,67,IPM,Zagreb,276.61,0,0.0
8212,48,Banka,Zagreb,275.71,0,0.0
8213,82,IPM,Zagreb,283.35,0,0.0
8214,70,Web,Slavonija,249.55,0,0.0
8215,57,IPM,Slavonija,259.25,0,0.0
8216,56,Web,Zagreb,270.49,0,0.0
8217,27,Web,Slavonija,246.98,1,2781.42
8218,46,IPM,Zagreb,279.58,0,0.0
8219,57,IPM,Zagreb,281.39,1,1173.9
8220,47,Banka,Dalmacija,268.17,0,0.0
8221,19,Broker,Zagreb,292.29,1,3813.77
8222,45,IPM,Slavonija,249.35,0,0.0
8223,64,IPM,Dalmacija,228.85,2,1453.7
8224,49,Broker,Dalmacija,260.26,0,0.0
8225,49,IPM,Zagreb,283.71,0,0.0
8226,44,Web,Slavonija,253.26,0,0.0
8227,71,IPM,Dalmacija,261.6,1,968.38
8228,73,IPM,Dalmacija,244.47,0,0.0
8229,48,Web,Dalmacija,226.07,0,0.0
8230,41,Web,Zagreb,260.57,0,0.0
8231,52,IPM,Zagreb,227.2,0,0.0
8232,47,Web,Slavonija,256.66,0,0.0
8233,72,Banka,Dalmacija,249.01,0,0.0
8234,81,Web,Zagreb,289.2,0,0.0
8235,50,IPM,Zagreb,287.43,0,0.0
8236,63,Web,Dalmacija,242.65,0,0.0
8237,50,Banka,Zagreb,261.4,0,0.0
8238,81,Banka,Zagreb,262.0,0,0.0
8239,47,Web,Zagreb,306.6,0,0.0
8240,46,IPM,Zagreb,272.5,0,0.0
8241,79,Banka,Slavonija,245.9,0,0.0
8242,47,Web,Zagreb,279.81,0,0.0
8243,29,IPM,Zagreb,248.82,0,0.0
8244,84,Web,Zagreb,268.45,1,1168.77
8245,32,IPM,Zagreb,260.87,0,0.0
